amount,ip_distance,device_type_id,time_of_day,tx_frequency,merchant_risk,account_age,location_deviation
214.05,12.81,1,11.64,1,0.13,961.41,3.71
23.61,5.49,1,13.5,1,0.05,961.19,2.63
30.08,449.14,1,15.22,3,0.13,750.05,2.39
73.51,27.03,1,12.44,2,0.29,2322.9,0.17
57.21,6.79,1,13.75,2,0.17,403.09,89.18
65.04,23.37,1,14.44,1,0.28,210.57,1.27
72.16,25.29,1,17.07,1,0.11,259.88,9.94
80.48,5.66,2,14.11,2,0.09,1966.15,4.58
114.93,435.6,2,14.2,1,0.12,185.94,10.78
67.99,16.56,1,12.79,0,0.23,692.22,4.27
41.72,33.28,1,17.67,3,0.08,388.18,1.28
82.8,22.86,3,15.53,1,0.29,202.53,1.14
207.87,8.82,1,11.78,1,0.44,849.04,8.03
45.27,9.0,3,17.0,3,0.17,1932.14,3.72
24.07,0.85,1,15.43,0,0.28,385.1,0.38
114.7,1.88,2,14.47,4,0.21,127.55,3.39
45.68,16.54,1,15.32,0,0.11,975.49,4.61
9.8,7.01,1,16.27,1,0.22,1346.16,2.96
94.4,0.83,3,12.49,3,0.29,818.85,0.45
33.47,18.0,3,13.22,3,0.28,124.97,1.59
46.72,2.44,1,13.92,2,0.31,10.0,2.67
64.14,103.34,3,11.52,2,0.18,90.18,15.74
57.68,20.97,1,15.46,0,0.08,2559.97,8.59
85.12,3.69,2,13.45,0,0.13,861.67,2.97
36.07,4.63,1,13.23,0,0.21,466.54,4.83
73.47,18.5,1,12.71,1,0.47,202.19,1.29
41.16,9.39,2,13.93,1,0.29,1200.55,18.94
87.02,2.39,1,14.31,1,0.18,1445.14,10.47
79.32,7.69,1,15.99,2,0.13,1647.82,1.91
24.79,1.3,1,16.05,2,0.23,18.57,21.72
112.9,15.09,1,11.73,2,0.15,1469.49,0.46
33.45,14.42,2,14.92,4,0.19,174.15,0.05
91.66,21.67,1,16.46,2,0.02,1592.83,4.8
65.86,458.13,2,13.55,0,0.23,163.79,3.79
198.47,22.68,1,13.66,1,0.12,280.91,1.62
42.28,25.48,1,13.21,1,0.33,1504.54,13.9
38.48,6.38,1,15.08,2,0.17,991.87,7.07
49.28,0.47,2,14.57,3,0.1,35.44,0.94
39.83,6.02,1,15.96,2,0.14,181.19,7.05
91.1,7.56,1,13.78,1,0.47,262.65,0.1
14.88,9.83,1,16.52,3,0.3,1853.12,0.94
22.69,10.89,2,15.2,0,0.17,951.99,7.51
22.45,7.72,1,16.35,4,0.26,203.77,9.39
101.98,10.25,2,12.81,2,0.21,294.72,13.68
180.37,4.18,1,17.14,0,0.27,606.8,0.31
46.23,12.1,1,12.89,2,0.14,87.46,20.08
44.05,5.08,1,12.98,1,0.37,532.76,2.26
52.7,16.33,1,13.21,3,0.45,1576.37,23.99
119.51,4.26,1,13.0,2,0.19,503.31,2.23
24.94,3.02,3,17.79,1,0.1,1540.79,1.35
59.79,8.06,1,15.04,3,0.37,979.74,7.45
103.9,4.04,1,14.99,1,0.14,518.12,0.7
72.81,29.76,1,10.22,1,0.2,2238.24,15.85
57.64,20.79,1,16.57,4,0.18,582.49,1.03
105.93,22.85,1,11.92,0,0.17,1327.4,0.98
6.58,9.48,2,13.93,5,0.32,1606.85,9.9
83.13,0.74,1,12.59,4,0.48,2476.08,1.0
30.61,0.25,2,14.48,1,0.17,325.16,11.67
12.67,1.42,1,17.07,2,0.16,224.55,1.35
73.36,38.1,1,12.08,2,0.43,594.4,5.86
140.09,23.24,1,12.56,0,0.12,2081.09,18.92
45.1,3.48,1,14.28,0,0.12,399.71,11.59
102.17,5.74,1,17.14,1,0.4,319.31,0.52
167.54,7.9,1,13.15,2,0.06,36.29,3.58
134.05,13.79,1,12.57,0,0.2,1205.68,0.6
171.06,9.62,2,14.33,4,0.08,1203.27,7.23
87.24,30.55,1,14.01,1,0.1,1798.21,3.41
52.91,11.79,2,11.95,4,0.35,684.87,59.33
15.04,5.67,1,13.19,1,0.19,2210.99,0.27
41.57,7.64,2,10.06,0,0.51,89.93,0.48
26.56,4.94,1,13.94,1,0.26,827.97,8.28
254.74,6.39,1,11.51,2,0.14,647.86,4.38
43.82,10.65,3,18.94,0,0.03,2278.29,4.33
54.84,3.48,1,15.11,2,0.21,2389.14,2.0
75.61,498.82,1,14.51,1,0.09,3650.0,0.65
51.66,9.62,1,15.05,1,0.24,434.24,1.64
178.27,1.91,1,13.02,1,0.16,477.56,9.98
31.34,3.81,3,13.72,3,0.14,214.08,0.64
57.86,0.92,2,15.01,1,0.24,1357.66,0.92
28.65,18.47,2,12.05,2,0.15,1791.05,12.28
18.58,18.43,3,15.37,0,0.09,1911.68,7.71
31.6,1.77,1,18.21,2,0.19,3650.0,3.73
48.63,15.43,1,11.04,1,0.06,825.69,0.46
36.24,5.3,2,15.07,0,0.16,241.28,0.14
29.75,3.77,1,12.36,1,0.13,919.29,5.69
17.41,3.82,1,15.38,3,0.28,450.36,4.41
46.98,5.83,1,14.68,1,0.07,406.15,0.3
16.18,18.71,3,17.76,1,0.18,1205.32,0.1
88.42,3.13,1,17.4,1,0.23,226.99,15.88
53.19,5.59,2,11.1,1,0.14,787.39,9.03
16.76,12.13,1,15.53,1,0.17,152.09,9.17
39.65,0.61,1,15.49,2,0.32,2215.28,68.05
28.44,9.03,2,16.38,1,0.18,92.89,1.13
63.52,6.44,3,14.94,1,0.42,2688.21,4.25
136.64,11.11,1,15.19,1,0.43,3650.0,2.1
12.25,0.9,1,11.93,5,0.2,268.46,1.13
54.51,18.55,1,14.84,2,0.07,97.33,2.19
44.34,1.85,2,13.57,1,0.31,32.16,4.08
82.73,24.37,1,15.37,2,0.42,157.48,3.44
58.67,12.38,1,13.81,2,0.2,2467.65,0.66
28.45,5.0,2,14.89,3,0.3,1309.46,0.56
39.36,39.09,1,15.23,2,0.16,96.63,48.72
27.52,16.81,1,15.27,0,0.28,3254.53,3.14
112.06,14.29,2,12.51,1,0.13,1064.08,1.26
50.81,483.07,3,18.84,0,0.07,2654.88,6.77
208.08,386.41,3,14.51,3,0.56,1249.65,7.12
47.78,5.89,1,15.26,1,0.48,470.97,14.56
29.39,260.79,3,14.12,0,0.19,69.79,1.11
16.07,2.91,2,11.78,1,0.21,16.52,3.87
12.93,1.79,1,15.57,1,0.11,941.02,4.96
15.24,489.04,2,14.54,2,0.22,698.64,0.46
61.09,1.72,1,15.78,1,0.02,867.24,21.01
73.23,0.67,2,12.67,3,0.3,3319.56,4.65
15.27,3.61,2,13.34,1,0.09,2337.39,1.64
97.84,4.66,2,14.54,0,0.16,441.44,0.35
34.8,11.67,1,14.1,0,0.09,383.42,3.68
55.82,0.17,2,13.43,2,0.11,334.15,5.43
167.53,0.16,1,14.54,2,0.09,2823.59,9.81
97.97,15.78,3,16.86,0,0.22,2388.59,32.66
40.88,3.88,2,14.92,1,0.21,2764.41,0.74
25.63,7.97,1,16.35,3,0.26,263.66,3.86
9.96,27.56,1,13.66,1,0.35,634.57,3.2
29.16,20.36,2,14.11,1,0.28,438.62,5.63
42.68,41.91,1,14.49,0,0.09,389.89,0.22
23.85,5.36,2,13.11,1,0.08,101.4,1.85
45.31,62.19,1,14.5,2,0.09,1834.75,2.94
52.97,17.76,2,17.14,2,0.27,352.57,1.24
42.24,3.57,1,17.49,1,0.46,432.67,7.96
30.71,13.99,1,16.75,4,0.26,931.25,10.85
56.74,3.0,3,14.61,1,0.17,2605.71,3.29
69.65,0.97,2,12.56,0,0.21,1287.96,1.64
22.07,8.45,1,18.89,1,0.09,1029.79,4.0
144.06,8.83,3,12.97,4,0.14,100.59,4.46
46.44,7.39,1,17.05,3,0.24,977.27,8.08
50.71,24.6,2,14.73,1,0.2,309.61,4.96
85.05,0.49,1,11.93,1,0.1,1020.11,0.18
59.56,11.38,1,11.04,0,0.14,396.61,1.06
102.19,32.31,1,16.78,1,0.36,79.74,0.2
62.01,45.62,1,12.85,3,0.08,1861.79,16.69
31.59,5.8,2,11.48,0,0.24,809.06,0.74
65.57,3.97,2,13.46,1,0.08,330.1,1.13
21.2,9.05,1,13.99,2,0.09,442.08,0.53
54.24,2.78,1,14.74,1,0.09,962.16,10.81
48.77,0.88,2,14.64,0,0.19,1137.76,3.99
42.77,222.88,1,12.54,0,0.08,667.12,2.38
45.4,22.11,1,14.0,1,0.13,746.11,5.41
12.19,2.44,1,17.44,0,0.28,112.73,0.23
33.13,11.64,1,11.89,5,0.27,158.92,11.33
53.61,4.61,1,14.94,0,0.13,235.84,6.38
56.37,2.29,2,11.89,1,0.15,755.7,60.41
23.13,6.86,1,13.18,2,0.33,544.43,9.27
129.19,39.02,2,16.26,0,0.31,846.13,11.65
26.11,476.2,1,9.93,0,0.24,189.76,0.33
103.45,10.12,1,18.2,4,0.2,3442.36,6.26
68.88,8.72,1,11.41,1,0.08,955.0,9.17
30.8,1.31,2,9.98,3,0.2,137.05,1.7
189.33,10.11,1,14.04,1,0.14,462.45,2.18
20.43,0.13,1,13.14,2,0.2,3650.0,9.84
99.62,0.18,2,12.76,2,0.2,3392.34,1.49
105.9,3.28,1,15.28,2,0.04,72.69,5.48
30.24,6.52,2,12.15,1,0.02,1777.26,5.82
142.08,2.56,3,15.14,1,0.3,1027.02,0.54
41.45,183.64,1,15.65,1,0.32,204.65,2.28
62.09,14.14,1,11.26,3,0.21,1791.28,1.69
60.78,6.69,1,16.05,1,0.28,1020.7,0.47
45.21,488.46,2,15.55,2,0.35,120.19,97.72
91.85,16.77,1,17.1,4,0.33,1883.57,0.76
90.66,2.89,2,14.01,2,0.17,1423.67,1.28
13.47,17.87,2,12.33,0,0.33,10.0,2.67
132.99,5.62,1,16.51,1,0.19,293.69,19.63
14.37,12.87,2,14.1,1,0.3,313.89,33.95
108.47,3.92,1,17.65,6,0.12,615.11,13.04
116.4,27.02,1,15.42,1,0.14,261.83,55.29
22.06,9.33,2,13.95,2,0.35,1758.59,4.09
36.74,7.29,1,12.24,1,0.11,1210.15,1.48
21.82,15.87,1,13.79,4,0.13,30.6,1.69
42.56,4.04,2,15.87,4,0.06,1227.48,2.8
39.69,29.53,2,10.98,3,0.17,3022.09,7.43
89.73,234.22,1,13.19,2,0.17,681.11,0.28
133.59,400.73,2,10.77,5,0.03,201.0,56.71
142.42,2.33,1,11.92,0,0.29,2123.57,8.07
32.8,15.95,2,12.78,1,0.28,1077.12,26.37
42.74,0.82,2,13.46,2,0.07,558.62,2.92
14.15,1.41,1,14.71,4,0.23,531.29,5.42
27.32,46.46,1,15.4,1,0.23,331.44,0.09
103.1,8.11,2,16.77,1,0.25,112.34,50.53
167.96,4.39,2,17.21,1,0.26,2056.73,10.96
19.81,10.79,1,16.37,2,0.08,3650.0,2.72
32.06,1.52,1,13.24,1,0.15,2918.63,4.83
49.02,144.55,1,14.47,0,0.43,185.44,5.57
61.69,12.7,1,12.88,2,0.27,542.99,4.3
27.24,6.21,2,14.5,0,0.75,345.14,19.09
68.72,54.86,1,13.68,2,0.2,420.12,1.17
35.05,11.15,2,11.72,1,0.12,390.26,2.85
49.46,3.32,3,16.9,2,0.11,2650.97,2.61
75.32,267.12,3,17.42,2,0.17,2936.64,9.53
50.24,4.37,1,12.48,2,0.05,41.33,4.72
36.04,9.73,2,15.04,4,0.26,767.9,11.09
46.05,342.58,3,12.57,3,0.1,1084.36,5.59
46.79,39.85,1,13.84,1,0.13,282.1,1.32
37.88,14.08,1,12.94,2,0.2,63.28,1.08
41.18,7.03,3,12.75,1,0.19,78.03,4.92
165.84,13.45,1,14.38,0,0.18,1338.73,16.08
76.15,10.43,3,10.37,1,0.03,454.33,2.58
40.06,10.61,1,12.95,2,0.35,830.5,6.16
84.33,13.71,1,22.03,1,0.16,380.75,2.3
38.93,51.25,1,10.92,1,0.15,1687.38,16.58
120.53,3.27,1,13.24,3,0.06,98.05,9.11
65.97,10.56,1,14.58,1,0.28,15.45,3.05
46.13,3.85,1,13.64,1,0.25,582.08,1.13
69.95,6.02,1,12.47,1,0.24,516.78,2.91
15.39,12.71,1,15.94,2,0.34,16.85,1.07
21.48,16.07,1,14.3,2,0.23,1766.62,5.99
20.42,22.44,2,12.75,3,0.07,772.57,5.98
55.66,1.75,1,15.71,0,0.05,1836.34,6.1
183.35,1.45,2,12.95,3,0.25,611.87,2.32
266.53,8.64,2,12.25,1,0.28,966.6,6.0
80.69,11.96,1,15.18,0,0.09,28.26,15.05
72.8,19.66,1,11.39,2,0.24,1530.85,2.32
12.95,8.48,3,17.52,0,0.31,64.7,11.97
33.28,11.33,2,17.03,2,0.1,318.43,2.28
27.69,23.19,1,15.09,1,0.26,633.94,10.4
31.39,0.64,2,12.84,2,0.17,289.99,12.05
44.08,12.03,1,11.86,0,0.06,60.75,12.7
35.09,16.97,1,8.85,2,0.32,1220.04,0.53
11.33,2.46,1,17.23,1,0.05,502.42,2.68
87.62,428.08,1,12.06,1,0.09,1346.39,6.76
22.36,420.95,3,14.71,1,0.29,273.27,8.42
59.83,17.78,2,14.4,1,0.09,640.34,3.62
236.89,20.65,2,10.65,0,0.28,437.96,4.16
25.09,5.93,1,12.79,2,0.23,571.22,15.38
7.5,1.29,1,11.73,1,0.38,3606.79,1.0
40.35,51.01,1,15.59,0,0.3,509.56,18.19
114.18,6.63,1,15.67,1,0.26,723.47,1.41
217.19,7.31,1,13.51,3,0.19,3208.45,2.91
19.88,2.0,1,12.31,2,0.07,50.66,0.56
72.57,10.26,1,14.38,3,0.02,383.67,9.95
35.27,25.95,3,16.21,2,0.13,228.12,1.84
46.18,1.69,3,11.04,2,0.35,601.55,4.24
363.32,28.98,1,18.23,3,0.05,126.54,6.37
16.2,9.62,2,13.51,0,0.2,617.05,79.07
60.48,2.53,1,13.76,3,0.09,344.16,3.28
71.01,12.26,1,17.21,2,0.16,3443.38,3.83
112.88,11.66,3,13.89,1,0.1,174.21,15.73
53.81,2.8,2,13.79,0,0.17,624.58,10.32
63.0,385.68,1,12.17,0,0.29,1157.56,10.2
37.27,8.47,1,12.85,1,0.13,923.9,1.08
61.18,16.87,3,12.59,1,0.22,402.28,9.08
38.65,5.27,1,10.47,2,0.2,310.21,3.79
79.69,361.65,1,9.84,0,0.33,528.08,7.17
37.89,93.57,3,13.54,1,0.24,72.55,0.34
66.34,19.42,1,11.24,0,0.26,417.77,8.19
48.91,9.05,1,15.31,3,0.17,910.08,1.3
116.35,15.44,1,13.56,5,0.18,3650.0,0.48
48.11,20.71,2,10.81,1,0.3,1000.11,3.63
13.23,34.74,2,17.05,0,0.13,2931.44,9.5
128.83,301.93,1,13.15,2,0.15,10.0,0.86
25.35,0.57,1,15.03,0,0.09,1483.45,7.63
30.62,17.87,1,17.29,5,0.2,623.55,6.13
31.99,12.58,1,13.93,0,0.05,962.96,14.15
140.17,4.13,1,14.03,3,0.49,443.68,0.09
10.08,10.54,1,16.88,4,0.34,348.2,4.76
526.02,6.33,1,13.41,1,0.12,433.01,1.64
110.4,14.63,3,16.15,1,0.05,912.55,1.39
59.11,8.29,1,13.85,3,0.42,961.29,2.37
47.98,29.34,1,14.34,2,0.07,803.17,1.68
61.94,7.16,1,14.31,2,0.33,522.56,1.37
73.91,2.91,2,13.26,0,0.13,1527.98,0.08
81.12,0.73,1,12.93,0,0.06,1593.68,0.89
75.85,1.19,1,12.69,0,0.13,1278.8,3.4
53.47,3.19,2,11.41,2,0.13,189.37,8.46
43.12,5.25,3,13.11,1,0.16,460.01,3.7
44.64,53.09,2,13.47,1,0.34,2411.0,6.95
43.2,0.25,1,14.82,2,0.07,628.75,0.84
117.02,39.12,1,13.82,2,0.13,738.5,4.85
78.04,8.35,2,16.15,1,0.35,1718.82,0.5
5.51,435.54,1,16.06,3,0.39,2787.74,18.5
81.77,10.37,1,16.69,1,0.18,2753.52,10.6
57.86,4.87,3,13.6,4,0.15,294.51,92.44
49.3,20.22,2,12.98,1,0.05,75.64,2.16
37.36,0.41,2,11.27,2,0.25,732.33,4.58
116.18,0.3,2,16.62,0,0.3,1194.77,2.62
101.77,11.6,2,11.69,1,0.25,1461.81,3.4
28.0,9.28,2,12.2,1,0.13,1096.19,3.32
67.85,9.23,1,14.45,0,0.15,92.91,1.4
24.13,0.87,3,13.38,0,0.15,407.05,10.45
17.77,3.95,1,16.89,1,0.09,10.0,3.22
31.25,26.92,1,12.46,3,0.13,1576.31,3.17
95.47,17.1,1,14.06,0,0.39,89.33,0.6
102.19,5.56,1,10.29,1,0.03,918.99,0.46
73.47,0.78,1,16.46,0,0.19,421.01,7.81
86.13,2.07,1,10.65,3,0.05,618.96,2.58
73.64,33.49,1,18.98,2,0.34,345.91,9.49
30.9,21.55,1,13.77,1,0.25,1343.1,16.62
69.13,6.25,1,13.43,2,0.25,402.32,0.65
91.13,0.57,1,13.94,3,0.11,1257.4,2.92
88.04,19.48,1,11.85,1,0.25,483.74,10.43
121.96,2.6,2,15.32,0,0.1,524.94,5.88
85.05,434.49,1,13.18,2,0.08,788.18,1.92
65.08,11.38,1,13.37,2,0.22,571.12,0.91
111.57,15.02,1,16.57,2,0.1,894.16,0.15
49.02,43.67,2,10.56,0,0.16,2499.21,3.45
25.81,8.6,2,13.61,7,0.06,449.11,0.19
44.24,16.28,1,13.78,2,0.4,1238.06,1.04
28.6,4.03,2,14.28,1,0.03,2067.22,1.89
30.13,0.01,2,12.89,1,0.23,85.59,8.11
44.86,2.81,2,13.36,1,0.38,816.54,8.51
27.6,26.81,1,17.7,4,0.2,126.31,16.19
39.69,2.38,2,15.0,2,0.15,1549.83,6.24
12.08,13.78,1,12.44,1,0.15,463.57,5.59
58.67,14.69,2,15.3,3,0.19,716.61,11.99
50.05,10.86,2,14.09,2,0.25,760.29,0.65
27.09,25.29,2,15.48,5,0.1,875.72,6.04
81.98,20.36,1,13.59,0,0.15,3650.0,0.33
101.01,2.0,2,12.38,2,0.43,716.94,1.01
14.97,74.25,1,10.66,2,0.16,1386.53,5.59
28.22,15.29,1,16.3,1,0.09,3650.0,1.75
28.08,20.91,1,15.37,2,0.07,1442.24,0.76
24.71,0.26,2,14.71,1,0.37,1794.83,5.17
93.14,247.6,1,15.3,0,0.24,45.49,0.64
43.24,0.45,1,16.47,2,0.33,209.13,1.05
41.0,0.64,1,10.63,3,0.21,1135.83,4.55
11.12,8.57,2,14.17,1,0.14,2320.89,0.33
80.53,18.82,2,10.38,0,0.21,65.29,5.18
19.74,3.09,2,13.21,1,0.06,1658.13,0.06
52.3,8.02,1,14.66,2,0.03,206.23,7.51
61.56,7.67,3,13.3,4,0.15,589.59,1.5
138.73,1.72,2,17.52,1,0.31,1857.45,4.03
18.74,12.72,2,13.42,2,0.25,188.17,11.15
5.19,0.14,2,12.46,1,0.31,1065.11,7.45
57.39,2.31,3,14.06,2,0.09,1768.76,14.75
192.95,20.85,2,11.93,1,0.21,985.54,5.07
126.63,10.56,1,12.25,1,0.13,28.35,1.3
58.51,28.22,1,15.87,2,0.31,1064.68,0.07
34.58,178.07,2,15.98,1,0.34,201.91,0.04
91.59,50.16,1,14.31,0,0.23,198.32,1.83
24.09,5.5,2,15.22,1,0.25,496.61,1.86
71.47,3.36,1,18.18,0,0.24,1481.48,3.23
73.05,14.23,1,13.88,1,0.34,102.51,0.76
110.74,18.49,1,12.27,2,0.07,666.74,3.7
396.14,6.93,2,15.07,2,0.35,2199.86,5.14
67.11,3.47,2,15.67,1,0.08,658.58,13.14
34.13,7.67,1,15.87,0,0.23,373.26,4.28
49.05,22.0,1,16.29,0,0.14,326.33,13.11
13.27,2.29,1,15.99,3,0.32,3650.0,4.14
29.7,1.43,1,15.04,2,0.15,114.08,1.34
36.78,5.1,1,15.27,2,0.22,530.59,4.19
33.75,19.77,2,14.82,2,0.17,1384.58,2.27
56.05,5.37,3,10.82,1,0.18,366.86,91.99
26.98,5.34,1,10.56,2,0.2,1860.04,12.77
115.91,0.5,1,11.89,2,0.25,956.42,83.6
50.01,1.99,2,15.64,2,0.11,617.84,0.17
49.65,365.13,3,13.12,2,0.18,2590.95,4.18
39.1,4.45,3,14.27,3,0.12,469.56,3.19
56.17,18.3,1,17.13,1,0.08,3372.96,0.13
92.84,8.09,1,16.17,3,0.39,75.0,1.06
26.09,2.86,1,9.65,1,0.09,40.13,0.34
30.52,1.58,2,15.46,1,0.07,85.36,1.2
39.81,10.69,2,14.11,1,0.13,88.86,2.31
18.22,13.29,1,12.69,3,0.38,264.08,8.61
27.05,22.57,2,13.34,0,0.22,523.23,89.11
34.98,9.95,1,13.37,2,0.27,1668.02,5.28
96.33,25.66,3,11.38,1,0.44,495.26,2.23
60.88,0.26,1,14.49,2,0.07,135.35,6.92
57.81,259.48,1,18.35,1,0.35,31.49,3.15
94.65,17.69,1,16.03,3,0.16,815.75,34.68
45.11,8.27,1,9.95,0,0.05,263.03,2.19
67.01,16.83,2,14.58,1,0.04,447.82,5.33
46.28,7.75,1,14.58,2,0.25,277.01,2.12
61.01,2.79,2,12.01,0,0.09,520.02,11.9
32.3,3.55,1,11.58,2,0.13,3614.87,0.79
8.03,9.65,1,15.8,1,0.17,3615.95,10.45
45.21,26.17,2,14.21,3,0.02,1248.37,1.31
145.34,16.22,3,13.05,4,0.18,269.82,4.46
100.15,6.8,1,15.21,2,0.04,1923.7,12.82
103.14,6.58,3,18.23,0,0.06,10.73,3.41
126.36,6.22,2,14.52,2,0.1,722.97,69.37
53.44,18.32,1,14.58,4,0.09,2095.18,2.83
57.97,27.9,2,13.96,2,0.02,542.43,6.89
31.46,15.39,1,13.22,1,0.09,281.25,18.58
39.45,2.98,1,15.64,1,0.31,983.79,2.98
79.35,37.99,2,13.61,1,0.21,1705.53,13.17
123.34,1.35,1,15.0,2,0.2,1106.56,2.16
45.03,31.99,1,17.0,0,0.3,291.28,10.78
35.67,1.06,1,15.49,0,0.42,134.04,2.85
50.02,17.36,2,11.45,1,0.22,319.96,3.68
78.49,4.26,2,11.34,1,0.39,154.84,5.22
16.93,23.9,1,16.51,6,0.29,3181.24,2.42
8.93,8.4,2,13.78,2,0.09,458.91,0.2
33.09,1.76,1,14.52,0,0.34,3427.48,0.18
20.02,9.55,2,12.42,2,0.16,858.94,4.67
34.16,6.53,3,15.23,1,0.1,1172.73,4.74
44.75,0.81,2,17.78,2,0.08,2405.64,5.65
35.59,357.32,1,14.3,2,0.47,3650.0,82.7
148.62,5.74,2,15.3,3,0.26,2976.94,7.27
63.88,38.74,1,16.49,1,0.21,593.36,5.63
62.64,135.92,2,17.36,0,0.13,1180.09,1.64
79.73,385.35,1,12.64,2,0.16,491.7,13.19
21.28,5.23,1,14.83,2,0.24,994.99,3.55
109.0,4.69,1,16.55,5,0.34,738.59,0.15
47.24,51.9,1,17.11,2,0.2,18.75,1.18
82.67,2.65,1,13.15,3,0.27,2009.31,3.28
22.38,0.71,2,12.66,2,0.11,440.87,9.51
15.59,2.68,1,13.69,1,0.11,596.28,8.21
92.34,5.04,1,13.36,1,0.15,422.77,4.84
66.31,0.88,1,13.44,1,0.16,660.18,6.33
25.42,3.69,2,14.82,3,0.37,685.94,3.87
26.04,17.3,1,12.92,1,0.11,1000.83,4.17
116.29,5.23,1,17.12,0,0.17,471.2,4.92
20.49,1.03,1,13.19,1,0.49,258.91,4.01
171.4,487.17,2,12.8,3,0.08,505.61,4.33
25.45,3.77,1,11.66,1,0.24,387.94,4.25
80.71,15.31,1,16.51,4,0.04,839.79,0.51
39.08,1.45,2,11.41,0,0.3,1296.15,15.86
78.6,2.02,1,14.91,2,0.21,1262.07,1.55
33.25,13.5,1,15.39,2,0.14,2222.08,18.0
44.25,2.78,1,8.17,2,0.34,229.95,10.87
51.56,8.27,3,11.38,3,0.06,699.78,5.07
23.58,0.33,1,13.24,5,0.24,979.0,0.37
87.15,1.07,1,17.79,2,0.37,724.61,1.2
34.03,0.04,1,13.24,1,0.07,1023.54,6.87
42.12,0.06,2,12.99,2,0.31,1946.92,0.32
23.72,12.93,1,12.5,1,0.26,96.48,22.65
7.32,19.39,1,12.47,2,0.29,466.45,0.57
43.33,10.92,2,12.73,3,0.12,703.93,0.65
305.36,12.65,3,12.66,0,0.32,740.73,1.56
90.06,3.12,2,12.57,2,0.12,12.32,0.37
49.28,15.67,1,12.57,1,0.11,860.27,12.45
41.05,11.25,1,13.24,2,0.26,1190.28,0.39
50.85,1.26,1,15.9,0,0.16,493.71,6.03
75.37,8.97,2,11.76,1,0.16,2445.42,7.03
20.62,343.61,2,12.71,1,0.41,1140.75,3.54
115.33,296.3,2,12.96,1,0.33,994.99,11.62
85.5,1.61,1,14.0,0,0.0,229.69,8.23
85.68,3.8,2,12.47,3,0.18,3650.0,3.59
69.47,7.69,3,18.15,1,0.26,625.62,1.15
50.74,260.89,3,15.17,2,0.03,35.74,2.37
82.82,2.88,2,15.95,0,0.24,76.96,3.47
77.94,458.49,2,14.48,2,0.19,409.43,70.45
38.34,12.21,1,16.81,0,0.13,42.15,4.17
32.52,14.36,1,11.71,2,0.12,184.55,5.06
53.97,6.34,1,12.89,2,0.2,1132.74,4.12
159.78,486.32,1,12.37,0,0.13,419.45,6.37
19.74,14.09,1,13.66,1,0.3,530.8,7.86
16.63,4.34,1,17.17,0,0.32,3052.05,3.74
56.58,0.84,2,18.4,0,0.18,1037.35,6.47
51.95,259.69,1,15.91,0,0.28,345.04,14.29
56.94,3.97,1,13.8,2,0.06,416.68,2.28
60.04,44.79,1,16.24,3,0.08,2909.8,3.91
42.29,0.79,1,16.97,2,0.17,590.45,0.17
152.84,13.37,1,16.35,1,0.05,575.06,1.3
15.05,4.9,3,13.73,1,0.06,321.37,7.57
26.86,5.14,1,13.79,1,0.33,386.78,7.71
46.27,1.8,1,12.68,2,0.03,1420.16,51.65
14.58,41.34,1,13.51,0,0.08,1675.69,2.43
43.82,1.75,2,12.4,1,0.12,279.17,3.31
173.84,364.13,2,13.87,1,0.19,2793.48,2.07
50.79,5.35,1,13.95,1,0.26,382.59,4.42
59.44,144.12,3,12.27,2,0.16,1238.06,1.59
19.43,42.36,2,19.37,0,0.07,964.17,11.06
31.49,7.93,1,14.59,2,0.13,30.14,3.22
37.74,11.72,1,16.58,5,0.09,1975.7,0.72
39.4,20.63,1,16.4,1,0.23,997.62,3.38
130.75,6.08,1,17.89,1,0.15,865.97,0.37
75.97,7.44,2,12.19,3,0.16,803.35,18.41
21.72,13.24,1,12.91,1,0.29,1093.97,2.35
60.15,19.9,1,10.37,0,0.15,86.07,5.87
72.65,5.1,1,10.76,2,0.16,1416.75,17.44
117.58,6.03,1,11.98,3,0.14,364.44,2.35
163.6,13.95,2,13.7,0,0.09,547.52,1.18
23.35,9.7,1,13.81,1,0.38,42.18,0.86
27.22,3.45,1,20.35,1,0.24,148.09,20.73
19.47,1.29,2,15.01,1,0.27,1644.85,3.19
41.95,10.01,1,15.94,3,0.03,456.67,2.45
70.94,23.76,1,14.28,3,0.13,1299.54,4.46
104.85,39.39,1,11.37,2,0.22,467.07,2.43
47.23,444.58,1,14.59,0,0.09,2027.15,0.62
39.34,6.93,1,10.77,3,0.29,673.99,1.67
56.03,281.32,1,13.64,2,0.34,388.66,0.07
26.73,255.4,1,15.3,2,0.22,1556.87,0.25
239.65,2.47,1,12.83,1,0.2,841.25,0.62
14.97,25.95,1,14.39,2,0.12,829.75,22.23
57.43,0.74,3,12.8,0,0.11,1282.18,5.9
228.09,2.31,1,11.79,2,0.04,3650.0,3.04
50.26,18.29,2,14.98,2,0.06,464.29,4.42
43.36,6.18,2,16.09,0,0.19,762.16,2.66
38.24,422.75,1,16.08,0,0.11,351.2,1.62
43.67,1.55,2,13.52,2,0.24,490.91,5.03
140.0,22.58,2,9.65,1,0.29,64.37,15.4
9.52,11.07,1,14.18,2,0.3,508.61,19.39
157.92,0.42,3,16.54,2,0.19,217.03,15.21
17.19,58.65,1,11.37,4,0.07,938.46,0.78
